0,0,0,0,0,0,0,0,363000
0,0,0,0,0,0,0,0,213000
0,0,0,0,0,0,0,0,357000
0,0,0,0,0,0,0,0,246000
0,0,0,0,0,0,0,0,252000
0,0,0,0,0,0,0,0,531000
0,0,0,0,0,0,0,150000,363000
0,0,0,0,0,0,150000,357000,384000
0,0,0,0,0,150000,357000,363000,624000
0,0,0,0,150000,357000,363000,213000,468000
0,0,0,150000,357000,363000,213000,357000,369000
0,0,150000,357000,363000,213000,357000,246000,132000
0,150000,357000,363000,213000,357000,246000,252000,477000
150000,357000,363000,213000,357000,246000,252000,531000,339000
357000,363000,213000,357000,246000,252000,531000,363000,273000
363000,213000,357000,246000,252000,531000,363000,384000,426000
213000,357000,246000,252000,531000,363000,384000,624000,486000
357000,246000,252000,531000,363000,384000,624000,468000,468000
246000,252000,531000,363000,384000,624000,468000,369000,210000
252000,531000,363000,384000,624000,468000,369000,132000,375000
531000,363000,384000,624000,468000,369000,132000,477000,474000
363000,384000,624000,468000,369000,132000,477000,339000,393000
384000,624000,468000,369000,132000,477000,339000,273000,339000
624000,468000,369000,132000,477000,339000,273000,426000,333000
468000,369000,132000,477000,339000,273000,426000,486000,231000
369000,132000,477000,339000,273000,426000,486000,468000,183000
132000,477000,339000,273000,426000,486000,468000,210000,66000
477000,339000,273000,426000,486000,468000,210000,375000,312000
339000,273000,426000,486000,468000,210000,375000,474000,180000
273000,426000,486000,468000,210000,375000,474000,393000,312000
426000,486000,468000,210000,375000,474000,393000,339000,117000
486000,468000,210000,375000,474000,393000,339000,333000,408000
468000,210000,375000,474000,393000,339000,333000,231000,453000
210000,375000,474000,393000,339000,333000,231000,183000,339000
375000,474000,393000,339000,333000,231000,183000,66000,384000
474000,393000,339000,333000,231000,183000,66000,312000,435000
393000,339000,333000,231000,183000,66000,312000,180000,291000
339000,333000,231000,183000,66000,312000,180000,312000,129000
333000,231000,183000,66000,312000,180000,312000,117000,336000
231000,183000,66000,312000,180000,312000,117000,408000,273000
183000,66000,312000,180000,312000,117000,408000,453000,294000
66000,312000,180000,312000,117000,408000,453000,339000,225000
312000,180000,312000,117000,408000,453000,339000,384000,447000
180000,312000,117000,408000,453000,339000,384000,435000,315000
312000,117000,408000,453000,339000,384000,435000,291000,504000
117000,408000,453000,339000,384000,435000,291000,129000,351000
408000,453000,339000,384000,435000,291000,129000,336000,411000
453000,339000,384000,435000,291000,129000,336000,273000,249000
339000,384000,435000,291000,129000,336000,273000,294000,426000
384000,435000,291000,129000,336000,273000,294000,225000,441000
435000,291000,129000,336000,273000,294000,225000,447000,300000
291000,129000,336000,273000,294000,225000,447000,315000,528000
129000,336000,273000,294000,225000,447000,315000,504000,324000
336000,273000,294000,225000,447000,315000,504000,351000,276000
273000,294000,225000,447000,315000,504000,351000,411000,492000
294000,225000,447000,315000,504000,351000,411000,249000,420000
225000,447000,315000,504000,351000,411000,249000,426000,255000
447000,315000,504000,351000,411000,249000,426000,441000,429000
315000,504000,351000,411000,249000,426000,441000,300000,618000
504000,351000,411000,249000,426000,441000,300000,528000,342000
351000,411000,249000,426000,441000,300000,528000,324000,321000
411000,249000,426000,441000,300000,528000,324000,276000,333000
249000,426000,441000,300000,528000,324000,276000,492000,537000
426000,441000,300000,528000,324000,276000,492000,420000,528000
441000,300000,528000,324000,276000,492000,420000,255000,258000
300000,528000,324000,276000,492000,420000,255000,429000,165000
528000,324000,276000,492000,420000,255000,429000,618000,249000
324000,276000,492000,420000,255000,429000,618000,342000,210000
276000,492000,420000,255000,429000,618000,342000,321000,447000
492000,420000,255000,429000,618000,342000,321000,333000,408000
420000,255000,429000,618000,342000,321000,333000,537000,426000
255000,429000,618000,342000,321000,333000,537000,528000,144000
429000,618000,342000,321000,333000,537000,528000,258000,252000
618000,342000,321000,333000,537000,528000,258000,165000,288000
342000,321000,333000,537000,528000,258000,165000,249000,357000
321000,333000,537000,528000,258000,165000,249000,210000,324000
333000,537000,528000,258000,165000,249000,210000,447000,150000
537000,528000,258000,165000,249000,210000,447000,408000,189000
528000,258000,165000,249000,210000,447000,408000,426000,360000
258000,165000,249000,210000,447000,408000,426000,144000,518000
165000,249000,210000,447000,408000,426000,144000,252000,36000
249000,210000,447000,408000,426000,144000,252000,288000,102000
210000,447000,408000,426000,144000,252000,288000,357000,243000
447000,408000,426000,144000,252000,288000,357000,324000,369000
408000,426000,144000,252000,288000,357000,324000,150000,207000
426000,144000,252000,288000,357000,324000,150000,189000,312000
144000,252000,288000,357000,324000,150000,189000,360000,282000
252000,288000,357000,324000,150000,189000,360000,518000,351000
288000,357000,324000,150000,189000,360000,518000,36000,285000
357000,324000,150000,189000,360000,518000,36000,102000,126000
324000,150000,189000,360000,518000,36000,102000,243000,234000
150000,189000,360000,518000,36000,102000,243000,369000,153000
189000,360000,518000,36000,102000,243000,369000,207000,439000
360000,518000,36000,102000,243000,369000,207000,312000,132000
518000,36000,102000,243000,369000,207000,312000,282000,378000
36000,102000,243000,369000,207000,312000,282000,351000,177000
102000,243000,369000,207000,312000,282000,351000,285000,558000
243000,369000,207000,312000,282000,351000,285000,126000,585000
369000,207000,312000,282000,351000,285000,126000,234000,126000
207000,312000,282000,351000,285000,126000,234000,153000,449000
312000,282000,351000,285000,126000,234000,153000,439000,186000
282000,351000,285000,126000,234000,153000,439000,132000,219000
351000,285000,126000,234000,153000,439000,132000,378000,186000
285000,126000,234000,153000,439000,132000,378000,177000,222000
126000,234000,153000,439000,132000,378000,177000,558000,327000
234000,153000,439000,132000,378000,177000,558000,585000,108000
153000,439000,132000,378000,177000,558000,585000,126000,249000
439000,132000,378000,177000,558000,585000,126000,449000,198000
132000,378000,177000,558000,585000,126000,449000,186000,138000
378000,177000,558000,585000,126000,449000,186000,219000,210000
177000,558000,585000,126000,449000,186000,219000,186000,120000
558000,585000,126000,449000,186000,219000,186000,222000,117000
585000,126000,449000,186000,219000,186000,222000,327000,198000
126000,449000,186000,219000,186000,222000,327000,108000,186000
449000,186000,219000,186000,222000,327000,108000,249000,144000
186000,219000,186000,222000,327000,108000,249000,198000,81000
219000,186000,222000,327000,108000,249000,198000,138000,108000
186000,222000,327000,108000,249000,198000,138000,210000,387000
222000,327000,108000,249000,198000,138000,210000,120000,138000
327000,108000,249000,198000,138000,210000,120000,117000,207000
108000,249000,198000,138000,210000,120000,117000,198000,150000
249000,198000,138000,210000,120000,117000,198000,186000,150000
198000,138000,210000,120000,117000,198000,186000,144000,222000
138000,210000,120000,117000,198000,186000,144000,81000,189000
210000,120000,117000,198000,186000,144000,81000,108000,177000
120000,117000,198000,186000,144000,81000,108000,387000,189000
117000,198000,186000,144000,81000,108000,387000,138000,222000
198000,186000,144000,81000,108000,387000,138000,207000,162000
186000,144000,81000,108000,387000,138000,207000,150000,18000
